zipcode,luse1,luse2,luse3,luse4,luse5,luse6,hhsize2,income5,PREDICTED_size
75.0,7.54307,7.6498,7.63935,7.63708,7.63669,7.56431,1,0.0,11347.0411094728
54.0,6.3753,6.48809,6.54672,6.77371,6.85006,6.51099,1,0.0,11989.84144025723
28.0,7.27716,7.10582,6.90329,7.0093,7.09792,6.82215,0,0.0,17322.973339642867
60.0,6.27206,6.00964,5.94695,6.14095,6.64917,5.96162,0,0.0,15779.693396313713
15.0,5.81271,6.1943,6.42345,6.53493,6.54302,6.32162,0,0.0,3166.103562084925
49.0,5.51006,5.54601,5.61031,5.94715,6.08695,5.33519,0,0.0,9996.470679761085
42.0,6.63446,6.86944,6.94359,7.28741,7.39482,6.86356,0,0.0,7540.8123594723165
42.0,6.75009,6.74762,6.74405,6.99306,7.13425,6.89091,0,0.0,13926.936956952355
1.0,6.38598,6.43332,6.34206,6.96667,7.13286,6.39508,0,0.0,12634.944273446828
59.0,6.03177,5.90293,5.90137,6.01501,6.47938,5.89436,1,0.0,14015.322000829012
57.0,6.06136,6.18428,6.31193,6.58848,6.7548,6.20847,0,0.0,7018.726351176173
28.0,6.32427,6.54959,6.7726,7.03686,7.07076,6.59605,0,0.0,3864.8955474252034
25.0,6.39479,6.13204,6.05594,6.06969,6.07509,6.10713,0,0.0,14936.041431989666
1.0,5.51347,5.8988,6.16893,6.42607,6.32491,6.01904,1,0.0,11973.099097144666
28.0,4.62932,4.79437,5.54336,6.31846,6.37716,6.24521,0,0.0,2986.923042129937
2.0,6.25036,6.42822,6.40087,6.18332,6.09152,6.19885,1,0.0,13259.920573347923
28.0,7.16328,6.99736,6.81138,6.77166,6.80721,6.91907,0,0.0,17657.564390582116
42.0,5.88463,5.41562,4.97986,5.21246,5.45402,5.07941,1,0.0,15283.207676059834
28.0,6.52379,6.49901,6.52562,6.87703,6.72125,6.6107,0,1.0,13200.14714125443
53.0,5.72409,5.70649,5.76388,6.04501,6.13993,5.7342,0,0.0,12143.42373439112
1.0,6.17524,6.09822,6.47626,6.54891,6.87012,6.34605,1,0.0,11922.015833000401
49.0,6.032,5.86578,5.72618,6.05984,6.37428,5.87152,0,0.0,15544.696658855466
1.0,6.52457,6.52283,6.76446,7.08394,7.2012,6.62986,0,0.0,5483.820223218659
42.0,6.48288,6.51995,6.49481,6.52352,6.55898,6.50519,0,1.0,13205.483229924639
57.0,7.16615,7.17242,7.20332,7.38792,7.51477,7.15766,0,0.0,11573.54148606664
42.0,6.30678,6.57796,6.87487,7.09204,7.04752,6.67674,0,0.0,2236.3666687737377
42.0,6.19831,6.30045,6.34574,6.7102,6.86475,6.57117,0,0.0,9292.794522053824
54.0,7.04273,7.00585,6.9482,7.01623,7.09178,6.94094,1,0.0,10496.622645278214
50.0,5.48501,5.64001,5.81759,5.98211,5.98292,5.53495,0,0.0,6155.040005414693
49.0,6.86909,6.88802,6.74897,6.67941,7.00244,6.76232,0,0.0,15147.262982766446
1.0,6.86239,6.66721,6.78344,7.03537,7.10295,6.74572,0,0.0,13009.556255739566
57.0,6.76944,6.65783,6.62557,6.82397,7.00521,6.55264,0,0.0,15432.9545391045
28.0,5.28625,5.34442,5.65777,6.3418,6.51863,5.89641,0,0.0,2578.3887643330536
42.0,5.86076,5.90026,5.89156,6.03652,6.06595,5.93338,1,0.0,13212.71753409271
75.0,5.8731,5.29213,5.1249,5.01706,5.11634,5.20898,0,0.0,17904.27828150521
50.0,6.97961,6.18292,5.89559,5.94416,6.0483,5.94538,0,0.0,19415.348183270682
42.0,6.44914,6.53616,6.44985,6.33927,6.52162,6.38463,0,0.0,14649.304031416137
59.0,7.27488,6.87802,6.78958,6.90775,7.10272,6.8902,0,0.0,17178.84025507007
28.0,6.56126,6.58497,6.65143,6.84174,6.87786,6.60648,0,0.0,9698.577232982587
59.0,6.43442,6.41973,6.48396,6.68132,6.96932,6.31988,0,1.0,13323.653236075468
52.0,6.30841,6.39821,6.27002,6.65186,6.77516,6.14603,1,0.0,11244.500002777006
58.0,4.95946,4.65166,4.62406,4.68903,4.75264,4.77016,1,0.0,13600.584360416793
57.0,6.43456,6.42154,6.50715,6.66532,6.83497,6.51132,0,0.0,10545.840222727518
28.0,6.39457,6.53222,6.52854,6.60712,6.6508,6.61321,0,0.0,10281.855674667717
15.0,5.70888,5.73479,5.78695,6.14916,6.45945,5.98496,1,0.0,10585.190337411126
57.0,5.66591,5.54131,5.53252,5.65574,5.90976,5.59082,0,0.0,14294.615469753902
1.0,5.13422,5.24527,5.25592,5.36115,5.49306,5.07437,1,0.0,12838.03753524467
28.0,5.93037,6.08712,6.1038,6.54903,6.78607,6.57753,0,0.0,9578.081729447544
54.0,6.0943,6.09546,6.10914,6.08373,6.10816,6.03075,0,0.0,12114.839450311993
54.0,6.1773,6.22307,6.37394,6.57909,6.6027,6.3035,0,0.0,7198.126300134357
1.0,6.7733,6.8163,6.89829,7.08575,7.13651,6.83355,0,0.0,9141.15498150277
28.0,6.35017,6.39041,6.51544,6.85673,6.89267,6.54555,0,0.0,8053.6197048691465
15.0,6.04249,6.11024,6.07047,6.19899,6.39835,6.05511,1,0.0,13688.42995574397
28.0,5.39877,5.38413,5.41989,5.54811,5.57279,5.50801,0,0.0,10778.52616284963
15.0,5.91527,5.93484,5.96951,6.2593,6.4288,6.09775,1,0.0,11714.489927045704
42.0,6.5185,6.46614,6.66425,6.8398,7.01354,6.90911,1,0.0,12088.415287046622
2.0,6.58163,6.6059,6.66222,6.78791,6.926,6.93195,0,0.0,10822.463092952561
15.0,6.02448,6.01885,6.06192,6.31419,6.65548,6.48137,1,1.0,8951.257526130426
42.0,6.09577,6.18609,6.15582,6.25631,6.29018,5.87265,0,0.0,11940.306058660684
49.0,6.27568,6.29582,6.32084,6.44616,6.54008,6.25287,0,0.0,10518.744315781843
54.0,5.24327,5.37798,5.67124,5.71841,5.2627,5.18181,0,0.0,3276.226149459181
1.0,7.2152,7.04873,7.22616,7.34304,7.33978,6.98555,0,0.0,11243.55305724271
28.0,6.52374,6.56609,6.53672,6.71049,6.79356,6.56578,0,0.0,12360.774609863764
60.0,5.17056,5.31331,5.28831,5.49223,5.68307,5.03904,0,0.0,10018.80385581221
49.0,5.8454,5.82322,5.86224,5.98207,6.251,5.868,0,0.0,13417.469176778382
54.0,5.93921,5.98637,6.32687,6.65303,6.78788,6.41557,0,0.0,2675.3449573689695
57.0,5.15979,5.15312,5.22492,5.34784,5.43519,5.13116,0,0.0,10178.230683319836
28.0,6.89721,6.84524,6.8021,6.97928,7.09993,6.97555,0,0.0,14570.079641491033
42.0,5.53007,5.53287,5.52774,5.66292,5.73905,5.59276,0,0.0,12035.798513519947
60.0,6.16082,6.21088,6.4763,6.51785,6.57569,6.32754,0,0.0,4571.685768176346
1.0,6.71942,6.72959,6.67722,6.58641,6.45406,6.37693,1,1.0,5737.45006566845
42.0,6.51958,6.46818,6.40583,6.58888,6.6446,6.49527,0,0.0,14333.384620242097
28.0,6.15466,6.17019,6.13931,6.19844,6.23595,6.18243,1,0.0,13720.251381659407
1.0,5.16801,5.1531,5.017,5.27365,5.58557,5.07614,0,0.0,15941.412104131654
42.0,5.87483,5.53316,5.243,5.45057,5.61376,5.3095,0,1.0,9876.838420883063
49.0,6.02861,6.0056,6.27807,6.5854,6.696,6.32498,1,0.0,11953.464662429964
53.0,5.68094,5.63211,5.61856,5.51252,5.53319,5.56814,0,0.0,14327.471972193438
15.0,5.41384,5.23827,5.1999,5.35555,5.58991,5.28396,1,0.0,14037.215765637267
1.0,6.79853,6.75612,6.77874,7.15122,7.46601,6.82507,0,0.0,12454.314747257864
54.0,6.12092,6.05616,6.09528,6.54019,6.92977,6.39583,0,0.0,11273.430351920479
54.0,5.5448,5.48445,5.40104,5.48144,5.57147,5.46914,0,0.0,14662.11304133519
1.0,5.8567,5.68086,5.72994,5.98335,6.25071,5.96607,0,0.0,15104.54813932742
28.0,5.69312,5.73915,5.73634,5.89401,5.87994,5.49038,0,0.0,12153.288378499139
28.0,6.37451,6.37026,6.47756,6.697,6.82622,6.48018,0,0.0,9205.701439857989
15.0,5.4736,5.34332,5.40073,5.40214,5.28362,5.2854,0,0.0,14411.78436274091
49.0,5.30316,5.25306,5.22905,5.3428,5.39273,5.21395,0,0.0,14638.612981471542
15.0,7.04423,7.12082,7.24608,7.43667,7.49029,7.32383,1,0.0,11314.265179642369
1.0,6.72503,6.3464,6.63814,7.02514,7.05296,6.59087,0,0.0,9697.458727778714
57.0,5.84586,5.80319,5.57677,5.79705,5.99448,6.03889,0,0.0,15716.600521164184
52.0,6.38912,6.35318,6.4434,6.6175,6.65409,6.48526,0,0.0,9790.841921636153
1.0,6.37821,6.51353,6.99122,7.44158,7.59734,6.63991,0,1.0,14807.92640328174
57.0,6.82423,6.87131,6.9188,6.855,6.938,6.74944,1,0.0,11397.213816482501
49.0,5.46333,5.4041,5.42003,5.7061,5.85675,5.49372,1,0.0,13372.818215952753
28.0,5.57258,5.33168,5.64597,5.80068,6.1186,6.33945,1,0.0,12851.383235210986
75.0,6.09317,6.04997,6.32551,6.71254,6.79014,6.19303,0,0.0,4134.680184554158
28.0,6.40751,6.58905,6.7647,7.14006,7.13366,6.66021,1,1.0,16015.46504609815
59.0,7.41907,6.98536,6.8729,6.94684,6.73958,6.81697,0,0.0,17255.803948105106
57.0,6.00125,6.40526,6.40467,6.44299,6.52093,6.38534,0,1.0,15306.628194994397
54.0,5.58688,5.60277,5.63399,6.2027,6.45817,5.57831,0,0.0,10634.005988572013
60.0,6.45948,6.37566,6.33628,6.56911,6.84204,6.364,0,0.0,14755.836151004143
53.0,5.48825,5.53684,5.73573,6.13926,6.31345,6.01281,0,0.0,6105.8351516513285
42.0,5.50941,5.38923,5.35796,5.57915,5.64084,5.52748,1,0.0,13557.207708986374
50.0,6.26162,6.37803,6.53556,6.88143,6.993,6.59473,0,0.0,5601.244961642233
28.0,6.52509,6.47442,6.60108,6.7851,6.82189,6.59696,0,0.0,8937.891081910468
15.0,5.53672,6.33401,6.40736,6.72336,6.84085,6.51587,0,0.0,2029.6137033846298
1.0,6.1328,5.89468,5.89358,6.20527,6.49906,6.02459,0,0.0,15919.744774113871
28.0,5.9717,5.97499,6.03309,6.2771,6.39235,6.08579,1,0.0,11494.402516746803
52.0,5.57263,5.58023,5.67436,5.77898,5.93623,5.69533,1,0.0,12945.062972210559
60.0,6.77328,6.98429,7.04911,7.49488,7.69174,7.19594,0,0.0,7977.296538749541
1.0,5.29536,5.37281,5.56482,5.86723,6.1024,5.57951,1,0.0,12540.371748976127
1.0,5.42063,5.49251,5.5203,5.92885,6.02345,5.46014,0,0.0,9586.150477165595
54.0,6.1683,6.15723,6.58614,6.98794,7.09337,6.60929,0,0.0,1905.0704364349203
28.0,5.91661,5.92894,5.877,5.91109,5.95206,5.90848,1,0.0,13638.014709751737
15.0,6.99101,7.10751,7.29831,7.51987,7.4393,7.13967,0,0.0,5983.053236676077
57.0,6.63045,7.11426,6.92834,7.30021,7.30015,6.81103,0,0.0,8933.568664143799
15.0,6.37882,6.2124,6.28067,6.69019,6.7128,6.29617,0,1.0,11701.061261632629
25.0,6.01247,6.1836,6.16503,6.25277,6.33491,6.10275,0,0.0,10620.837361441412
28.0,5.91542,5.99962,6.21482,6.42319,6.29399,6.17864,1,0.0,11271.280510472652
1.0,5.8486,5.92434,5.85049,6.04936,6.07661,5.90975,1,0.0,13417.036269082337
42.0,6.63551,6.65909,6.84672,7.2608,7.3386,6.94534,1,0.0,11567.059573935923
28.0,6.26141,6.39113,6.77841,7.20044,7.26036,6.80337,0,0.0,1353.1756539833987
15.0,4.60118,4.43532,4.56644,4.81083,5.04098,4.67494,0,0.0,10591.384811386777
54.0,6.29729,6.34523,6.44326,6.70453,6.81964,6.55615,1,0.0,9135.246298111391
53.0,6.80452,6.99874,6.94436,7.01967,7.04509,6.89769,0,1.0,13005.624757102032
53.0,5.97073,6.03084,6.12416,6.48089,6.23309,6.06502,1,0.0,12355.75846170144
42.0,6.10591,6.1194,6.33258,6.58139,6.54957,6.26779,1,0.0,12287.177430457501
58.0,5.97555,5.88361,5.96032,6.44318,6.87169,6.3375,0,0.0,11059.428591714473
28.0,5.86676,5.98473,5.88797,5.94091,6.05432,5.98433,0,0.0,14478.53193899319
42.0,6.2921,6.39348,6.54398,6.8059,6.80695,6.55285,1,0.0,11813.332695094268
49.0,6.40467,6.36564,6.28431,6.14672,6.14445,6.36083,0,1.0,13063.670013410148
42.0,6.00159,6.17055,6.15351,6.28294,6.39036,6.20414,1,0.0,12827.053998939477
49.0,5.5971,5.47097,5.53746,5.6508,5.94491,5.48899,0,0.0,12603.7138397234
15.0,6.31539,6.37014,6.44099,6.78878,6.85901,6.54809,1,0.0,9349.604254328795
53.0,6.71051,6.66608,6.66447,6.78741,6.86739,6.76526,0,0.0,12614.451447140382
49.0,6.19878,5.64861,5.55242,5.98237,6.35718,5.864,0,0.0,16169.696297436898
15.0,7.0426,6.83459,6.67227,6.96874,7.13973,6.77243,0,1.0,2965.5512567102587
15.0,5.30531,5.34035,5.32748,5.84228,6.19102,5.56884,0,0.0,12525.454098186672
28.0,7.11187,7.08513,7.13216,7.23672,7.32431,7.16956,0,0.0,10825.635045202585
1.0,5.81509,5.76079,5.74622,6.04847,6.24751,5.86244,0,1.0,4404.6168848519565
1.0,6.3777,6.39998,6.59479,6.78218,6.84929,6.49973,0,0.0,6302.157900935623
15.0,6.13658,5.90715,5.7854,5.04592,4.85524,6.0556,0,0.0,18134.5658801286
58.0,6.35885,6.32225,6.52809,6.67406,6.57663,6.41592,0,0.0,7089.677966261447
75.0,6.29639,6.34429,7.05022,7.55507,7.64885,7.53054,1,0.0,13019.395340769232
42.0,6.17852,6.17875,6.16319,6.23451,6.47133,6.22936,0,0.0,13707.090401144887
57.0,5.89827,6.35438,6.4579,6.73042,6.98054,6.51735,0,0.0,4274.783625505946
28.0,6.08897,6.10732,6.15788,6.31272,6.34657,6.22876,0,0.0,10323.155525982489
15.0,5.57313,5.63565,5.52201,5.65852,5.7648,5.41257,1,0.0,13631.912798790905
53.0,6.4287,6.55162,6.71913,6.97701,6.96922,6.63187,0,0.0,6193.008391952188
53.0,6.58787,6.65889,6.68597,6.91249,6.99974,6.5844,0,0.0,10333.64627090233
1.0,6.52863,6.34106,6.36171,6.64118,6.87843,6.44289,0,0.0,14284.947283419315
49.0,6.61029,6.65436,6.49809,6.68653,6.95538,6.82949,0,0.0,15478.37506649724
1.0,7.04095,7.11931,7.24525,7.52004,7.557,7.44527,0,0.0,8430.33037132083
42.0,6.10997,6.07527,6.03507,6.2628,6.36449,6.16233,1,1.0,8569.063156881324
49.0,6.65311,6.75239,6.61956,7.26162,7.44764,7.01757,1,0.0,12919.308192669409
75.0,6.25455,6.21381,6.09645,6.13834,6.04108,5.94116,0,0.0,15414.323744338199
60.0,5.97913,6.14488,6.434,6.78668,6.84015,6.42404,0,0.0,2744.8002762097076
53.0,5.54725,5.43399,5.42546,5.69753,5.84642,5.49883,1,0.0,13441.127817449657
1.0,6.01044,6.17205,6.51314,6.71012,6.63663,6.45202,1,1.0,16960.136811673976
42.0,5.71258,5.81231,5.96069,6.19828,6.32116,5.98478,0,0.0,7337.21907447139
49.0,5.39519,5.41118,5.29775,5.39696,5.50064,5.39445,1,0.0,13592.570020499275
42.0,7.0803,6.67313,6.60485,6.81955,6.92961,6.71957,1,0.0,11339.778079835063
15.0,6.24492,6.20463,6.16166,6.30758,6.45775,6.40577,0,0.0,14617.286905166366
53.0,5.19433,5.24853,5.26442,5.75009,6.03214,5.46529,0,0.0,8205.595309378925
15.0,6.46207,6.49104,6.84001,7.04531,7.26932,6.7515,0,0.0,2729.778402958822
57.0,7.19822,7.18716,7.01917,7.23521,7.52845,6.97142,1,0.0,11899.496709234252
28.0,5.78803,5.79944,5.86287,6.20187,6.50105,6.07563,0,0.0,10790.844408625077
54.0,6.01131,6.05795,6.0463,6.25228,6.4095,6.15915,1,0.0,13641.8769742367
57.0,6.2396,6.51284,6.48256,6.92528,7.43249,6.74374,0,0.0,8772.8535234067
42.0,6.16781,6.09674,6.04623,6.42609,6.64476,6.37028,0,0.0,14655.281125486123
15.0,5.29744,5.17459,5.41041,5.8691,6.14305,5.5579,1,0.0,12778.381731368794
15.0,5.20784,5.38148,5.28252,5.61873,5.98429,5.24054,1,0.0,13171.442662171203
42.0,7.00417,6.80866,6.68272,6.62676,6.59689,6.6454,0,0.0,17463.31945059984
57.0,6.38296,6.56253,6.73098,6.96967,7.03664,6.5889,1,1.0,15238.285634033902
28.0,5.80534,5.87506,5.93877,6.12572,6.22155,6.07244,0,0.0,9647.829260391718
1.0,7.17408,7.20885,7.4631,7.70062,7.7546,7.2858,0,0.0,6280.5062426474105
47.0,6.23068,6.34685,6.49791,6.9837,6.98844,6.33647,1,0.0,11996.661986309722
1.0,6.76018,6.79459,6.93508,7.19276,7.34894,6.85981,0,0.0,7860.527028186283
58.0,6.87106,6.40374,6.48955,6.62007,6.87545,6.55214,1,0.0,11994.831012941188
50.0,6.3699,5.46977,5.22104,5.40478,5.60557,5.4992,0,0.0,17380.987490523272
28.0,6.57231,6.49752,6.40409,6.35441,6.4109,6.52554,0,1.0,13494.663419623028
28.0,6.33625,6.40748,6.41026,6.7039,6.88458,6.56863,0,0.0,11125.170216267894
42.0,6.21207,6.23891,6.24434,6.25718,6.24771,6.30052,1,0.0,13422.296546903275
1.0,5.87091,6.03373,6.12098,6.25203,6.65766,6.15307,0,0.0,8274.574003613488
28.0,5.10167,4.97155,4.85981,4.86115,4.94576,4.94072,0,1.0,14243.461776097898
53.0,6.22437,6.28804,6.43465,6.76947,6.71638,6.39358,1,1.0,11292.254420422145
1.0,5.52457,5.41802,5.30695,6.09001,6.68172,6.11718,0,0.0,12319.641711553753
28.0,6.05259,5.55754,5.53109,5.6019,5.63118,5.54683,1,0.0,14886.582460736725
59.0,6.08413,6.22584,6.76785,7.13132,7.16326,6.65107,0,0.0,586.7741726856075
42.0,5.63726,5.63216,5.67436,6.06303,6.17036,5.80914,1,0.0,11067.480193190355
53.0,5.87846,5.92124,5.93001,6.03061,6.21908,5.99236,0,0.0,11233.533366646097
53.0,6.02855,6.16392,6.35077,6.6156,6.52174,6.19309,0,0.0,5703.045104957129
28.0,5.91742,5.88642,6.0431,6.51343,6.64869,6.18186,0,0.0,8107.729817837902
54.0,5.58231,5.71483,5.82128,6.14943,6.21443,5.79329,0,0.0,7869.048947028981
58.0,5.88464,6.25648,6.2201,6.3383,6.81742,6.10746,0,0.0,7972.896227162819
54.0,6.7526,6.79466,7.04446,7.56377,7.66529,7.14777,1,0.0,12308.730865362391
53.0,6.51058,7.05137,7.17073,7.42739,7.51496,7.03451,1,0.0,13447.69658431996
15.0,5.71075,5.88024,5.92038,6.21171,6.38257,5.72926,1,0.0,12429.199630879912
42.0,6.7565,6.56801,6.62366,6.82337,6.98091,6.77292,0,0.0,15691.738091841045
28.0,6.03149,5.24956,4.61204,4.80289,4.86232,4.6771,1,0.0,14542.133563608078
28.0,6.95153,6.93641,6.97889,7.24506,7.35467,7.03174,0,0.0,11246.473071477245
42.0,6.12052,6.24738,6.32853,6.43674,6.47692,6.23916,1,0.0,12274.617367566481
1.0,4.89446,4.84314,4.57764,4.87588,5.32183,4.77532,0,0.0,15018.297524420079
42.0,6.68102,6.49136,6.30378,6.3451,6.57693,6.8636,0,0.0,16082.783809003524
53.0,6.38168,6.36979,6.29982,6.37067,6.41529,6.40116,1,0.0,13515.290370536568
28.0,6.41246,6.34323,6.32628,6.52483,6.66678,6.42526,0,0.0,14806.598335695035
49.0,6.6961,6.58416,6.68845,6.97995,7.1346,6.6386,0,0.0,10417.814668919023
42.0,5.1819,5.62202,5.85288,5.95433,5.93853,5.75684,1,0.0,12470.263098759791
15.0,5.99373,6.00627,6.46081,6.90434,6.95087,6.31207,1,0.0,13425.365406206969
62.0,6.49154,6.45525,6.59844,6.85948,6.93467,6.73056,1,0.0,12843.52194434464
42.0,5.68939,5.73149,5.71183,5.7476,5.76562,5.65399,1,0.0,13200.638846440621
28.0,6.8426,6.84825,7.03284,7.19469,7.13578,7.04189,0,0.0,8298.160498760666
58.0,7.02258,6.92908,6.95529,7.00244,7.09258,6.78382,1,1.0,7291.0399079453455
28.0,6.17095,6.37461,6.71114,6.94511,6.98567,6.615,1,0.0,13295.559530091095
59.0,5.97654,6.16262,6.55865,6.61811,6.6204,6.33792,0,0.0,871.2282389531338
42.0,6.45424,6.28175,6.36606,6.45915,6.58544,6.50135,0,0.0,13365.48402471538
15.0,5.44547,5.51357,5.77451,6.19591,6.3743,6.01613,1,0.0,12146.64966376708
28.0,6.62176,6.46907,6.48025,6.63175,6.61301,6.51256,0,0.0,14602.916778998428
28.0,6.99943,7.10473,7.14347,7.20592,7.23682,7.12718,0,0.0,10110.45996130362
53.0,5.49604,5.58326,5.70125,5.94635,6.0253,5.78645,0,0.0,8235.398367901442
1.0,5.74649,5.57282,5.89333,6.17971,6.33058,5.69199,0,0.0,5333.344750864423
28.0,6.13365,6.09985,6.05975,5.92142,6.23792,6.30357,0,0.0,14470.831069880987
40.0,6.61223,6.49776,6.4916,6.57165,6.70965,6.60198,0,0.0,15041.667704472853
42.0,6.08885,6.06961,6.36907,6.80917,6.9607,6.49872,1,0.0,11993.244916615595
53.0,6.19028,6.20916,6.22337,6.27498,6.20805,6.08701,0,0.0,11497.611913066166
42.0,6.93015,6.94817,6.88708,6.93152,7.01253,6.9116,0,0.0,15075.547742779123
15.0,5.9139,5.73824,5.85967,5.85954,6.05665,5.82136,0,1.0,6958.746099211391
57.0,5.94751,6.05845,6.22607,6.73918,6.82308,6.25894,1,1.0,15662.92650897671
1.0,6.63342,6.82788,7.02575,7.23748,7.43956,7.09401,0,0.0,4519.240959725579
53.0,6.92074,6.81088,6.84914,6.94909,7.13417,7.06028,1,0.0,11687.589649495072
54.0,6.52492,6.01085,5.8072,5.57765,5.64582,5.48077,0,0.0,18105.769848619777
1.0,6.97687,6.91095,6.98473,7.17142,7.30831,6.78125,0,0.0,12746.057589217484
57.0,6.2626,6.39429,6.7422,7.28424,7.46086,6.91496,0,0.0,1739.1343312702302
1.0,5.34365,5.32415,5.29236,5.34861,5.39644,5.23576,0,0.0,12248.224841998821
1.0,6.75577,6.75782,6.781,6.85451,6.97512,6.65897,0,1.0,7893.424424850145
54.0,7.28818,7.05148,7.0833,7.33829,7.52197,7.1511,1,1.0,10005.49894798603
42.0,4.99745,5.05815,5.08234,5.46485,5.62501,5.25526,0,0.0,9610.440977614082
49.0,5.31604,5.48136,5.55534,5.64376,5.79888,5.35445,0,0.0,7618.129116596892
53.0,5.20401,5.27641,5.28894,5.44908,5.52046,5.4143,0,0.0,10614.537029492863
53.0,5.38852,5.32727,5.33313,5.6509,5.8913,5.46806,0,1.0,5762.841407274879
28.0,6.18578,6.16433,6.02651,5.94285,5.99885,5.91822,0,0.0,15513.983527675126
75.0,6.3575,6.49481,6.55731,6.82079,6.84965,6.7027,1,0.0,12159.482379265348
15.0,6.30467,6.26916,6.37693,6.70414,6.81343,6.49554,0,0.0,9175.519685196105
57.0,6.73116,6.80945,6.74153,6.69536,6.75134,6.82785,0,0.0,13850.61064497714
42.0,6.39122,5.90566,5.81729,5.88776,5.8835,5.77575,1,0.0,14778.242709217133
15.0,5.51097,5.60682,5.65078,6.05469,6.20541,5.70068,1,0.0,11451.055466218131
57.0,5.30397,5.33332,5.35363,5.50599,5.71978,5.43733,0,0.0,10990.239753732314
1.0,6.05739,5.70089,5.64079,5.78957,5.94659,5.64405,0,0.0,15637.821094473144
57.0,5.49997,5.39261,5.41217,6.16714,6.41048,5.74333,0,0.0,11236.306301722128
53.0,5.00232,5.01778,5.06822,5.50488,5.62874,4.99527,0,0.0,9730.691463812305
54.0,5.76048,5.69015,5.66318,5.71436,5.72235,5.74631,1,0.0,13876.767658238914
42.0,5.23005,5.15972,5.33681,5.62936,5.74086,5.39665,1,1.0,11031.609790417157
57.0,5.62235,5.5174,5.46641,5.71461,6.02063,5.75985,0,0.0,13915.804292285216
28.0,6.62095,6.50016,6.60557,7.02134,6.94422,6.31223,1,0.0,11692.426422926066
15.0,6.13338,6.23866,6.25158,6.46554,6.66509,5.92653,1,0.0,12627.04606060341
54.0,6.1778,6.19441,6.2301,6.38699,6.50248,6.44057,0,0.0,11629.034857778139
75.0,7.16425,7.17312,7.02833,7.07458,7.02364,6.85421,0,0.0,16343.260862364637
59.0,6.68165,6.67303,6.66329,6.94683,7.40688,6.72945,1,0.0,12081.552824299779
42.0,5.99732,6.17614,6.29134,6.52088,6.63718,6.35271,0,0.0,7001.885714397371
28.0,5.96566,6.01662,6.38106,6.77781,6.77751,6.32048,0,1.0,14751.765341005817
57.0,5.8362,5.76938,5.70272,6.01501,6.57255,5.7426,0,0.0,14635.953129597197
28.0,5.91234,5.95436,5.93542,5.91928,5.78776,5.75606,1,0.0,13702.822006292481
15.0,6.25534,6.19279,6.33539,6.6448,6.88037,6.15531,1,0.0,10827.993483722148
1.0,6.43689,6.57247,6.6337,6.653,6.82565,6.38334,0,0.0,9071.476654371854
1.0,6.60115,6.89585,7.19134,7.38214,7.49203,7.03286,0,0.0,2021.1374974012615
42.0,6.25943,6.19642,6.19663,6.32393,6.31382,6.18601,0,0.0,12996.256468119114
1.0,5.45741,5.58086,5.57222,5.60173,5.67664,5.51749,1,1.0,10603.199549777342
28.0,6.76128,6.68172,6.60594,6.71355,6.74154,6.58293,0,0.0,15577.60916627332
1.0,6.33697,6.41657,6.47943,6.62539,6.7178,6.38834,0,1.0,11660.066507284217
49.0,5.82344,5.70021,5.71352,5.83712,5.54237,5.47703,0,0.0,15782.532811030916
28.0,6.70021,6.9692,7.21395,7.50513,7.57783,7.11555,0,0.0,3350.6453548095915
54.0,5.68332,5.74064,5.7857,5.94873,6.19943,5.71779,0,0.0,9901.647230230577
1.0,5.95923,6.01648,5.81491,5.78141,5.73345,5.75218,1,0.0,14125.947885011692
60.0,6.3367,6.26261,6.24188,6.4008,6.73488,6.28373,1,1.0,7262.04156372619
1.0,6.13298,6.19617,6.41883,6.66685,6.80282,6.3967,0,0.0,5390.819620695151
28.0,7.07996,6.98832,6.85671,6.89981,6.99146,6.89979,0,0.0,16642.16824180218
36.0,4.6933,5.11882,4.98494,5.35175,5.33528,5.3376,0,0.0,7252.954377965036
75.0,5.74907,5.69721,5.67076,5.72432,5.69408,5.72201,0,0.0,14592.208353212947
75.0,6.18808,6.50344,6.67208,6.78206,6.74848,6.58066,0,0.0,3841.9516588663537
28.0,6.26457,6.24717,6.25159,6.6654,6.84157,6.24505,0,0.0,12744.123151311189
60.0,5.16529,5.09001,5.10022,5.68744,6.01744,5.15881,1,0.0,13169.492765012521
28.0,5.24812,5.28132,5.54582,6.13223,6.33735,5.88076,0,1.0,14224.251145896338
1.0,6.50039,6.20691,6.23832,6.56257,6.62936,6.50315,0,0.0,14854.460445283334
42.0,5.97797,6.05653,6.11174,6.41392,6.53093,6.20965,1,0.0,12060.249758704384
58.0,6.57651,6.62427,6.75242,7.32272,7.53741,6.82762,0,0.0,8354.203389886585
49.0,5.95214,5.99234,6.09901,6.56467,6.68483,6.39693,0,0.0,8587.596274967116
28.0,5.3501,5.40826,5.47128,5.79527,6.03284,5.6675,0,0.0,9663.34134477154
54.0,6.45764,6.39412,6.34966,6.56781,6.88344,6.60639,0,0.0,14991.489852441451
57.0,6.61862,6.64946,6.62274,6.73375,7.16362,6.96541,1,0.0,12171.566726818863
15.0,6.91847,7.05049,7.17719,7.4879,7.63705,7.1723,0,0.0,7655.41511976949
1.0,6.90622,6.50882,6.4972,6.58032,6.81734,6.50234,0,1.0,14602.23026115043
